Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age,Volume,Density
M,1.3,0.9875,0.3125,18.46969925,7.6260155,4.2240755,4.876114,9.0,0.23933935242985718,77.16950456533422
I,1.425,1.05,0.3375,20.99280475,8.09378225,4.7343665,6.0951425,9.0,0.2922417478616693,71.83369557431202
F,1.5,1.1875,0.4,29.41260625,12.927372,6.5487345,8.6465975,9.0,0.4430136515413732,66.39209908693559
F,1.5125,1.1875,0.3625,28.2077525,13.11164375,5.40057975,8.3631025,9.0,0.4014811217093694,70.25922509108531
F,1.4,1.05,0.3375,20.3265915,9.48290775,5.06038575,6.23689,9.0,0.2922417478616693,69.55403069112992
F,1.35,1.05,0.3125,17.0380495,7.47009325,3.118445,5.2446575,9.0,0.2705942109830271,62.965314143652186
I,1.3625,1.0625,0.35,20.11397025,9.695529,4.80524025,5.953395,9.0,0.3103243133892652,64.81596633638371
F,1.4125,1.1,0.35,24.87668625,10.87203325,6.90310325,7.7961125,9.0,0.33261612219881936,74.790981524131
M,1.5125,1.2125,0.35,30.40483875,13.65028425,7.711064,7.654365,9.0,0.4041303065300479,75.23523541469251
M,1.425,1.125,0.3375,20.87940675,8.00873375,4.91863825,8.221355,9.0,0.3354815983105897,62.237114807918
F,1.4875,1.175,0.4125,31.19862475,14.07552675,6.27941425,8.3631025,9.0,0.44729038997799836,69.75026839171443
F,1.45,1.15,0.375,25.1460065,10.84368375,4.86193925,7.7961125,9.0,0.38950840165992195,64.5583160538726
I,1.3625,1.05,0.3875,21.6873675,10.47514025,4.309124,6.9456275,9.0,0.3355368216189536,64.63483618685783
M,1.4125,1.1,0.4,22.75047375,10.70193625,4.57844425,6.23689,9.0,0.3801327110843651,59.84876619826294
F,1.1,0.8375,0.2875,12.74310025,5.28718175,2.948348,3.96893,9.0,0.15837891440682877,80.4595756810577
M,1.3375,1.0125,0.35,19.447757,9.31281075,3.72795925,5.8116475,9.0,0.2818045425808953,69.01150997030962
F,1.4875,1.1625,0.375,28.066005,12.133586,6.08096775,8.9300925,9.0,0.3980219950326873,70.51370364015963
M,1.2375,0.95,0.3375,16.45688475,8.1930055,3.86970675,4.43669675,9.0,0.23922737183234152,68.79181351176457
M,0.9375,0.7,0.25,6.44951125,2.02698925,1.70097,2.1262125,9.0,0.0962112750161874,67.03487973644336
M,1.225,0.9625,0.35,14.3731965,6.8322295,2.9199985,4.3941725,9.0,0.25465921855847107,56.4409039710449
M,1.725,1.375,0.45,47.7689075,24.1821235,9.241937,11.90679,9.0,0.6682020312029854,71.48871938326813
F,1.6125,1.2125,0.3875,36.55668025,16.6411565,8.66077225,8.9300925,9.0,0.4474299822296959,81.70368929642493
F,1.5625,1.2125,0.375,35.59279725,16.0174675,5.57067675,9.922325,9.0,0.4329967569964799,82.20107119714376
M,1.575,1.2125,0.375,32.16250775,14.6566915,7.52679225,8.9300925,9.0,0.4329967569964799,74.27886521159667
F,1.575,1.175,0.375,30.0221205,12.8423235,5.726599,8.51902475,9.0,0.40662762725272583,73.83197423853532
M,1.475,1.125,0.4,26.12406425,13.08329425,6.80388,6.3786375,9.0,0.3976078202199582,65.70309466133756
M,1.325,1.0125,0.3375,18.86659225,7.3425205,4.43669675,4.9611625,9.0,0.27174009463157767,69.4288131296161
F,1.3625,1.0625,0.375,28.292801,14.35902175,6.64795775,6.80388,9.0,0.3324903357742127,85.09360410166343
M,1.375,1.0625,0.325,22.75047375,9.922325,5.23048275,6.293589,9.0,0.2881582910043177,78.9513071815765
I,1.4375,1.125,0.35,22.92057075,11.15552825,4.422522,6.23689,9.0,0.34790684269246336,65.88134505379915
F,1.575,1.175,0.4125,33.35318675,18.5122235,6.2652395,6.7755305,9.0,0.44729038997799836,74.56718833516767
I,1.2125,0.925,0.2625,14.35902175,6.56290925,2.5231055,4.89028875,9.0,0.17640165468369723,81.3995865047123
M,1.65,1.3125,0.45,37.83240775,18.9091165,6.90310325,9.355335,9.0,0.608836974711811,62.138814364728304
M,1.45,1.075,0.4,24.9192105,12.0485375,4.57844425,6.80388,9.0,0.3630503010304704,68.63845155690576
F,1.4625,1.125,0.3375,25.060958,9.82310175,5.159609,7.654365,9.0,0.3354815983105897,74.7014385474535
I,1.1625,0.875,0.3125,13.664459,6.73300625,3.04757125,3.40194,9.0,0.18791264651599104,72.71708026759752
I,1.1875,0.9125,0.2875,14.17475,6.6054335,2.6932025,4.252425,9.0,0.18801542322877937,75.39142138755285
I,1.2875,0.9375,0.3,16.11669075,7.07320025,3.75630875,4.649318,9.0,0.20708740636456155,77.82554735186454
M,1.6125,1.2125,0.4125,32.16250775,14.685041,7.654365,8.788345,9.0,0.47629643269612787,67.52624110145152
I,0.85,0.6875,0.2375,5.443104,2.26796,1.304077,1.8427175,9.0,0.08816554578372722,61.73731418112128
F,1.4375,1.1875,0.35,24.53649225,11.32562525,6.22271525,6.80388,9.0,0.38763694509870145,63.297610200060866
I,1.0,0.75,0.225,8.901743,3.96893,1.8994165,2.26796,9.0,0.09940195505498955,89.55299717269666
M,1.3,1.025,0.325,18.89494175,8.80251975,5.68407475,5.6699,9.0,0.26817665726131934,70.45707088364594
M,1.3625,1.1,0.4375,21.27629975,9.128539,4.72019175,7.37087,9.0,0.41577015274852425,51.17322542118319
F,1.1,0.875,0.275,11.89261525,4.80524025,2.70737725,3.685435,9.0,0.16536312893407212,71.91817986669454
M,1.475,1.175,0.3875,28.42037375,12.85649825,5.74077375,7.7961125,9.0,0.4201818814944833,67.63826571701698
F,1.4125,1.125,0.4125,28.22192725,10.9145575,6.80388,8.74582075,9.0,0.41003306460183186,68.8284182091639
F,1.575,1.3125,0.425,37.32211675,15.705623,8.40562675,9.07184,9.0,0.5750126983389325,64.90659572877996
I,1.3625,1.0875,0.35,19.66037825,8.32057825,4.89028875,5.2446575,9.0,0.32509961633817963,60.4749352566095
M,1.35,1.0875,0.3875,23.700182,9.82310175,4.77689075,6.9456275,9.0,0.3599317180886989,65.84632809203968
F,1.25,0.975,0.375,18.01610725,8.97261675,4.55009475,5.0178615,9.0,0.2799821734048872,64.34733694257952
F,1.4375,1.125,0.325,28.803092,12.26115875,5.62737575,7.2291225,9.0,0.323056353928716,89.15810399555102
F,1.1875,0.925,0.3,13.96212875,5.54232725,3.4869885,4.3941725,9.0,0.20160189106708254,69.25594138079853
I,1.2125,0.975,0.3,14.07552675,6.16601625,3.061746,4.43669675,9.0,0.22398573872390976,62.84117386308168
I,1.1,0.85,0.2625,11.5949455,4.49339575,2.87747425,3.40194,9.0,0.1489556704268473,77.84158512914298
M,1.225,0.9625,0.3125,18.5689225,8.3064035,3.67126025,5.2446575,9.0,0.22737430228434918,81.66675967092412
M,1.475,1.1625,0.35,27.669112,11.736693,7.2291225,7.2291225,9.0,0.37148719536384145,74.48200730822056
M,0.9875,0.725,0.2875,8.09378225,3.78465825,1.68679525,2.551455,9.0,0.11868716152028783,68.19425240544224
I,1.35,1.05,0.35,20.87940675,9.82310175,4.01145425,6.9456275,9.0,0.3030655163009903,68.89403652662206
I,1.2125,0.9375,0.3375,14.10387625,5.74077375,3.72795925,4.3941725,9.0,0.23297333216013177,60.53858662375078
M,1.3125,1.025,0.4,21.72989175,9.865626,3.72795925,5.953395,9.0,0.33006357816777765,65.8354728826041
F,1.45,1.15,0.35,28.5479465,15.025235,5.4714535,6.5487345,9.0,0.3635411748825938,78.52740892202817
M,1.4,1.125,0.3375,25.67047225,11.4815475,5.216308,7.2291225,9.0,0.3354815983105897,76.5182721772841
I,1.2625,0.95,0.3,18.71067,7.01650125,3.86970675,4.819415,9.0,0.2126465527398591,87.98952891039656
M,1.475,1.1875,0.4125,30.63163475,13.777857,6.747181,7.087375,9.0,0.456857828152041,67.04850582051508
F,1.4625,1.15,0.3875,27.1304715,12.3887315,6.30776375,7.5126175,9.0,0.402492015048586,67.40623536773766
M,1.25,0.9375,0.325,20.14231975,8.50485,4.3941725,5.5281525,9.0,0.22434469022827502,89.78291275583479
I,1.1625,0.875,0.25,14.69921575,7.3992195,2.59397925,3.81300775,9.0,0.15033011721279282,97.77958018347852
F,1.075,0.85,0.3,11.43902325,4.9611625,2.608154,3.685435,9.0,0.17023505191639687,67.19546369109548
I,1.125,0.8375,0.2625,12.417081,5.42892925,2.11203775,3.40194,9.0,0.1446068348931915,85.8678706934663
M,1.5,1.225,0.4125,32.92794425,14.10387625,7.257472,8.9300925,9.0,0.48616759906617213,67.72961487612051
I,1.1,0.85,0.325,13.62193475,5.9250455,3.231843,3.40194,9.0,0.1844213062427633,73.86312909024049
I,1.2,0.975,0.3375,17.463292,8.77417025,3.515338,4.3941725,9.0,0.2519839560643985,69.30319006316806
M,1.575,1.2125,0.45,33.40988575,12.79979925,8.9300925,9.355335,9.0,0.5195961083957759,64.29972282346604
F,1.425,1.1125,0.3625,24.323871,12.0485375,4.77689075,6.520385,9.0,0.3523691928044228,69.02950512333976
M,1.2,0.925,0.3125,15.2236815,6.2085405,3.118445,4.252425,9.0,0.21000196986154432,72.49304142259749
I,1.25,1.0,0.35,18.80989325,8.77417025,3.7137845,5.953395,9.0,0.2748893571891069,68.42714262327716
M,1.3375,1.025,0.375,27.20134525,13.42348825,6.78970525,6.80388,9.0,0.3094346045322915,87.90660401772021
M,1.375,1.05,0.3625,21.41804725,8.09378225,4.5075705,5.8116475,9.0,0.3138892847403114,68.23440076242072
F,1.45,1.125,0.375,22.1976585,8.66077225,4.3374735,6.80388,9.0,0.3727573314562108,59.549891113563895
M,1.375,1.0625,0.325,24.81998725,13.097469,5.57067675,5.5281525,9.0,0.2881582910043177,86.13317063859218
I,1.375,1.075,0.325,21.659018,9.525432,4.55009475,6.80388,9.0,0.2949783695872572,73.42578383054311
M,1.575,1.2,0.425,37.42134,18.3421265,7.44174375,9.355335,9.0,0.48066367599923837,77.853480236895
M,1.325,1.05,0.375,22.97726975,9.73805325,5.0745605,6.80388,9.0,0.3247130531796325,70.76176804413491
M,1.525,1.2125,0.35,29.48348,14.72756525,6.25106475,7.93786,9.0,0.4041303065300479,72.95537979606547
F,1.225,0.95,0.3375,16.45688475,6.350288,4.12485225,5.2446575,9.0,0.23922737183234152,68.79181351176457
I,1.2125,0.975,0.3375,15.195332,7.27164675,3.0333965,4.9611625,8.0,0.2519839560643985,60.30277576925014
F,0.9,0.7,0.225,6.13766675,2.721552,1.0489315,2.1262125,8.0,0.08659014751456866,70.88181422681313
M,1.2,0.925,0.3,16.88212725,8.051258,3.8271825,4.9611625,8.0,0.20160189106708254,83.73992506043761
I,1.1875,0.9125,0.3125,15.26620575,7.030676,3.0333965,4.9611625,8.0,0.20436459046606456,74.70083596764286
I,1.4125,1.075,0.35,23.00561925,11.4248485,5.216308,6.23689,8.0,0.3176690134016616,72.42009223263973
I,1.2875,1.0125,0.3125,17.690088,8.60407325,4.0539785,5.08873525,8.0,0.2516111987329423,70.30723627995624
I,1.125,0.825,0.2875,14.118051,7.29999625,2.721552,3.96893,8.0,0.15368646717668658,91.86268159687148
I,1.1875,0.875,0.325,13.8062065,5.40057975,2.84912475,4.3941725,8.0,0.19542915237663067,70.6455834869135
I,1.25,0.975,0.3125,16.8112535,7.86698625,3.40194,4.3941725,8.0,0.233318477837406,72.05281662995999
M,1.4625,1.1875,0.375,29.6819265,12.71475075,6.59125875,8.9300925,8.0,0.4153252983200373,71.46669519064065
I,1.2125,0.925,0.2875,14.911837,6.5487345,3.061746,4.3941725,8.0,0.19320181227262076,77.18269732873102
F,1.225,0.9875,0.35,17.78931125,7.10154975,3.685435,5.5281525,8.0,0.26806007472144,66.36315112754527
I,1.3875,1.0625,0.3375,22.75047375,9.922325,4.57844425,6.44951125,8.0,0.29924130219679146,76.02718469336997
I,0.9625,0.725,0.25,8.5331995,3.96893,1.9561155,2.25378525,8.0,0.10320622740894594,82.68105243482952
M,1.45,1.1,0.35,23.51591025,11.396499,5.06038575,6.520385,8.0,0.33261612219881936,70.69985091084521
I,1.1875,0.95,0.3,18.597272,9.8372765,3.7137845,4.3941725,8.0,0.2126465527398591,87.45625903821234
F,1.25,0.95,0.3125,14.81261375,7.04485075,3.07592075,4.53592,8.0,0.2215068257706866,66.87204197190138
I,1.175,0.8875,0.275,13.53688625,5.1312595,3.3168915,3.96893,8.0,0.1701215373380934,79.57185469760529
I,1.0875,0.825,0.3125,11.6516445,4.6776675,2.96252275,4.3941725,8.0,0.1670505078007463,69.74923125584145
F,1.2625,0.9625,0.3375,14.3731965,7.37087,3.515338,4.819415,8.0,0.24556424646709715,58.53130782182433
I,1.3375,1.025,0.325,18.75319425,8.68912175,3.742134,4.60679375,8.0,0.26817665726131934,69.92851071197568
F,1.5125,1.1875,0.375,29.6819265,12.927372,6.87475375,8.0796075,8.0,0.4153252983200373,71.46669519064065
I,1.075,0.8125,0.25,10.41844125,4.46504625,2.22543575,3.40194,8.0,0.12962137657633668,80.3759497482606
M,1.075,0.8125,0.2875,11.509897,4.74854125,2.14038725,2.9766975,8.0,0.14906458306278716,77.21416290516133
F,1.1875,0.9375,0.3625,17.36406875,7.66853975,4.025629,4.819415,8.0,0.2502306160238452,69.3922631287665
I,1.35,1.0625,0.3625,21.8007655,8.3631025,4.3374735,6.3786375,8.0,0.32140732458173893,67.8290873687159
I,1.125,0.875,0.35,15.762322,7.27164675,3.81300775,4.9611625,8.0,0.21046216409790994,74.89385119439876
I,1.0375,0.8125,0.2625,11.169703,4.932813,2.36718325,3.2601925,8.0,0.1361024454051535,82.06834907888481
M,1.2875,1.0625,0.3375,23.586784,9.6671795,5.03203625,5.00368675,8.0,0.29924130219679146,78.82195347649073
M,1.2,0.925,0.3,15.83319575,7.29999625,3.2601925,4.12485225,8.0,0.20160189106708254,78.53694063182941
I,1.0,0.7875,0.25,9.19941275,4.55009475,2.08368825,2.9766975,8.0,0.12176739494236219,75.54906429881729
I,1.1875,0.9375,0.3625,15.37960375,5.51397775,3.4869885,4.3941725,8.0,0.2502306160238452,61.461718771193176
F,1.55,1.175,0.3625,29.8520235,13.13999325,5.8683465,7.5126175,8.0,0.3930733730109683,75.94516838251216
I,1.275,1.0,0.3125,19.6462035,9.241937,3.685435,6.520385,8.0,0.2454369260617026,80.04583424036595
I,1.3625,1.0125,0.3125,16.839603,10.41844125,3.64291075,4.89028875,8.0,0.2516111987329423,66.92708068957373
I,1.3,1.025,0.3125,16.839603,6.0951425,3.64291075,5.10291,8.0,0.25786217044357623,65.30466633020424
I,1.425,1.1375,0.325,24.62154075,12.3320325,4.74854125,7.654365,8.0,0.3302752675165058,74.54854532445277
M,1.6,1.2625,0.4125,37.42134,17.78931125,9.015141,9.922325,8.0,0.516388554568307,72.46740786360704
I,1.2625,0.9625,0.275,16.40018575,7.1724235,3.345241,4.53592,8.0,0.2000893860102273,81.96429644279945
I,0.875,0.6625,0.225,5.25883225,2.11203775,1.17650425,1.70097,8.0,0.0775611365970738,67.80241343444165
I,1.2,0.8875,0.275,14.798439,7.087375,2.79242575,3.72795925,8.0,0.1701215373380934,86.98745162753917
I,1.325,1.0375,0.35,22.8780465,9.90815025,4.52174525,6.0384435,8.0,0.29589262213683715,77.31874601935807
M,1.4375,1.15,0.3625,26.35086025,11.9918385,6.010094,7.5126175,8.0,0.37652478827125785,69.98439696622626
I,1.3125,1.025,0.3625,21.829115,10.61688775,4.37999775,5.726599,8.0,0.29912011771454844,72.97775611612863
M,1.3,1.025,0.4,18.71067,9.525432,4.83358975,6.9456275,8.0,0.33006357816777765,56.688078411635615
I,0.9625,0.725,0.225,7.9662095,3.50116325,1.85689225,2.1829115,8.0,0.09288560466805135,85.76366088662643
I,1.1,0.8125,0.25,10.6877615,4.4508715,2.3530085,3.52951275,8.0,0.12962137657633668,82.45369538801155
I,1.175,0.9375,0.275,14.004653,6.76135575,2.36718325,3.685435,8.0,0.1898301225008481,73.77466134194499
I,1.4125,1.0125,0.3125,19.9863975,9.42620875,4.77689075,5.10291,8.0,0.2516111987329423,79.43365637398901
I,1.2375,0.95,0.3375,15.43630275,6.3219385,3.07592075,4.7343665,8.0,0.23922737183234152,64.52565453429081
M,1.375,1.0625,0.3375,21.9708625,9.6671795,5.42892925,5.2446575,8.0,0.29924130219679146,73.4218917599523
I,1.25,0.95,0.3,14.72756525,7.087375,2.9199985,3.96893,8.0,0.2126465527398591,69.25842464992577
I,1.2625,1.0,0.35,17.349894,9.4970825,3.912231,4.9611625,8.0,0.2748893571891069,63.11591753646666
I,1.1875,0.8625,0.2625,12.34620725,5.9817445,2.62232875,3.5436875,8.0,0.15336893315359432,80.50005301683653
F,1.3125,1.025,0.4125,22.5378525,9.07184,4.40834725,6.80388,8.0,0.34037806498552065,66.21417423287467
F,1.1875,0.9,0.3,14.92601175,6.8322295,3.84135725,4.3941725,8.0,0.19085175370557994,78.20735969251724
M,1.2125,0.8875,0.325,17.08057375,7.29999625,3.288542,3.96893,8.0,0.20105272594501947,84.95569343671028
I,1.1875,0.9,0.3,13.62193475,6.3786375,3.231843,3.118445,8.0,0.19085175370557994,71.37442798149009
F,1.4,1.075,0.275,22.2543575,9.7805775,4.57844425,6.16601625,8.0,0.24959708195844843,89.1611285091257
I,1.1625,0.8875,0.25,13.22504175,6.67630725,3.01922175,3.30271675,8.0,0.15465594303463034,85.51266437293437
I,1.1375,0.9375,0.275,14.78426425,7.824462,3.118445,3.3735905,8.0,0.1898301225008481,77.88155038425974
I,1.1375,0.875,0.3,13.39513875,5.443104,3.118445,4.252425,8.0,0.1803961406553514,74.25402063113725
M,1.1125,0.8625,0.3,11.3398,4.6776675,2.82077525,3.81300775,8.0,0.1752787807469649,64.69579461743466
I,1.25,0.9625,0.3375,15.762322,7.9095105,2.50893075,5.2446575,8.0,0.24556424646709715,64.18817978093556
F,1.2,0.875,0.325,13.39513875,5.71242425,3.6003865,3.5436875,8.0,0.19542915237663067,68.54217289028054
I,1.125,0.875,0.3,14.50076925,6.973977,3.572037,4.252425,8.0,0.1803961406553514,80.38292392132635
I,1.1,0.8625,0.275,11.5382465,5.9250455,2.36718325,3.685435,8.0,0.16067221568471785,71.81233202535245
I,1.25,0.95,0.35,17.08057375,8.32057825,4.479221,4.53592,8.0,0.24808764486316895,68.8489495694986
M,1.3625,1.0375,0.325,22.92057075,10.8578585,5.40057975,6.80388,8.0,0.2747574348413488,83.42111201917014
I,0.9875,0.7375,0.2375,8.06543275,3.061746,1.94194075,2.6365035,8.0,0.10145595532996843,79.49688831738399
I,0.8625,0.675,0.2375,5.5848515,2.2963095,1.1623295,1.984465,8.0,0.08498867157201608,65.71289322092316
F,1.3,0.9875,0.3125,17.33571925,7.47009325,4.139027,4.6776675,8.0,0.23933935242985718,72.43154572786167
I,1.0375,0.8,0.25,10.44679075,4.592619,2.0695135,2.9766975,8.0,0.12566370614359174,83.13291936545943
F,1.5125,1.175,0.45,31.62386725,14.911837,6.93145275,9.07184,8.0,0.487953152703271,64.80922825234983
M,1.4875,1.1875,0.425,29.766975,13.13999325,5.40057975,8.1930055,8.0,0.47070200476270896,63.23953307784651
M,1.3125,1.0625,0.425,19.94387325,11.8784405,4.932813,5.5281525,8.0,0.3768223805441077,52.926456282140954
I,1.325,1.05,0.35,17.42076775,8.3631025,4.5075705,5.37223025,8.0,0.3030655163009903,57.481853965525126
I,1.0875,0.875,0.275,12.14776075,5.499803,2.8066005,3.4869885,8.0,0.16536312893407212,73.46112055513376
I,1.1625,0.8875,0.2625,12.47378,5.556502,2.608154,3.685435,8.0,0.16238874018636187,76.81431597834148
F,1.7,1.3625,0.45,33.43823525,13.60776,8.391452,9.63883,8.0,0.6561081266712949,50.96451924722508
I,0.925,0.7125,0.2375,7.1724235,3.24601775,1.6159215,2.26796,8.0,0.09469416801696852,75.74303307374487
I,1.1875,0.9375,0.2625,13.210867,5.556502,2.8066005,4.819415,8.0,0.18120148056899138,72.90705880833045
M,1.4375,1.15,0.375,26.2799865,14.401546,5.62737575,6.23689,8.0,0.38950840165992195,67.46962681165716
I,1.3,1.0625,0.3125,21.829115,9.2135875,3.95475525,7.087375,8.0,0.27707527981184393,78.78405830655012
I,1.225,0.9625,0.3125,15.43630275,7.10154975,2.96252275,4.6776675,8.0,0.22737430228434918,67.88939029132547
M,1.4125,1.1,0.3625,24.70658925,10.70193625,5.51397775,7.087375,8.0,0.3444952694202058,71.71822501824717
I,1.3,0.9875,0.3125,18.1153305,7.98038425,4.23825025,4.6776675,8.0,0.23933935242985718,75.68889242862404
F,1.5625,1.2125,0.375,35.3518265,17.08057375,6.27941425,9.7805775,8.0,0.4329967569964799,81.64455259485327
I,1.1875,0.9125,0.35,14.968536,5.6699,3.89805625,4.3941725,8.0,0.2288883413219923,65.39667295217443
I,1.2,0.9375,0.3,15.40795325,7.69688925,2.608154,4.819415,8.0,0.20708740636456155,74.40313981660225
I,1.1875,0.9125,0.325,13.45183775,6.406987,3.4869885,4.3941725,8.0,0.21253917408470716,63.29109825485061
I,1.2,0.975,0.3125,15.35125425,6.67630725,2.5231055,5.20213325,8.0,0.233318477837406,65.79527859211356
I,1.3,0.9875,0.3125,15.7339725,7.10154975,3.41611475,4.3941725,8.0,0.23933935242985718,65.73917886993169
M,1.4125,0.975,0.3125,24.153774,10.9712565,5.68407475,5.6699,8.0,0.233318477837406,103.52276520864403
I,1.225,0.9875,0.3,16.5844575,8.3631025,3.742134,4.1106775,8.0,0.22976577833266287,72.17984166462094
M,1.175,0.925,0.3,14.81261375,6.350288,3.7137845,4.649318,8.0,0.20160189106708254,73.47457740399439
M,1.3,1.0625,0.375,24.9192105,12.587178,4.57844425,7.2291225,8.0,0.3324903357742127,74.94717235006227
M,1.375,1.0625,0.35,23.71435675,11.7083435,5.40057975,6.80388,8.0,0.3103243133892652,76.41797863338262
M,1.4625,1.1875,0.375,26.08154,12.3320325,5.14543425,8.0229085,8.0,0.4153252983200373,62.79786014841394
M,1.3125,1.025,0.325,18.01610725,7.47009325,4.3941725,5.2446575,8.0,0.26817665726131934,67.17999781929032
I,1.1625,0.8875,0.3,14.38737125,6.73300625,2.99087225,3.96893,8.0,0.1855871316415564,77.5235390662097
I,1.3625,1.05,0.35,20.3265915,9.08601475,4.09650275,5.499803,8.0,0.3030655163009903,67.06995816644672
M,1.3125,0.95,0.35,15.74814725,6.36446275,3.72795925,4.819415,8.0,0.24808764486316895,63.47816014250038
I,1.3,0.9875,0.35,15.35125425,7.314171,3.04757125,4.53592,8.0,0.26806007472144,57.2679622877542
F,1.425,1.1625,0.4125,26.3366855,10.77281,5.3013565,7.2291225,8.0,0.437824194535956,60.153563527739486
I,1.1875,0.9375,0.3125,15.5071765,6.13766675,3.1467945,4.72019175,8.0,0.21571604829641827,71.88698579667742
I,1.2125,0.95,0.325,17.30736975,8.164656,3.8838815,5.5281525,8.0,0.23036709880151404,75.12952083887706
I,1.1,0.8125,0.2875,13.96212875,5.76912325,3.04757125,4.1673765,8.0,0.14906458306278716,93.66496362264027
I,1.3625,1.0,0.3125,17.2648455,7.55514175,3.07592075,4.1106775,8.0,0.2454369260617026,70.34330887789736
M,1.1875,0.9125,0.2875,16.31513725,6.7188315,3.24601775,4.1106775,8.0,0.18801542322877937,86.77552601707333
M,1.25,1.0,0.3125,20.25571775,10.61688775,4.9044635,5.5281525,8.0,0.2454369260617026,82.52921870814065
I,1.25,0.95,0.3375,14.628342,6.78970525,3.6003865,4.3941725,8.0,0.23922737183234152,61.14827867712407
M,1.3375,1.05,0.3125,20.4966885,10.6877615,4.09650275,5.00368675,8.0,0.2705942109830271,75.74695861208075
I,1.2625,0.975,0.3125,18.75319425,9.99319875,4.025629,5.10291,8.0,0.233318477837406,80.37594974826061
M,1.2625,0.9375,0.2875,17.70426275,8.0796075,3.95475525,4.1106775,8.0,0.1984587644327048,89.20877241480218
I,1.3,0.8875,0.3125,17.95940825,8.5331995,4.2240755,4.9611625,8.0,0.19331992879328794,92.89993205616962
F,1.5,1.175,0.4125,33.72173025,16.159215,6.50621025,8.788345,8.0,0.44729038997799836,75.39113516760047
I,1.4625,1.125,0.35,24.38057,10.19164525,4.37999775,5.386405,8.0,0.34790684269246336,70.07786857918029
F,1.4625,1.125,0.3625,25.44367625,13.25339125,6.22271525,6.6621325,8.0,0.36033208707433706,70.61174167581399
F,1.3,1.025,0.3125,21.41804725,9.99319875,4.4508715,5.20213325,8.0,0.25786217044357623,83.06005961695169
M,1.2375,1.0,0.3375,18.71067,9.8372765,3.72795925,4.819415,8.0,0.2650718801466388,70.58715541478479
I,0.9375,0.7125,0.2125,7.41339425,3.2034935,1.91359125,2.1262125,8.0,0.08472636085728762,87.49808412622679
M,1.4125,1.1,0.3625,24.90503575,12.190285,4.57844425,6.3786375,8.0,0.3444952694202058,72.29427501839372
I,1.2875,1.0,0.3,17.95940825,8.164656,4.1106775,4.3941725,8.0,0.23561944901923448,76.22209594647641
I,1.0875,0.8125,0.3,11.0279555,4.80524025,2.67902775,3.6570855,8.0,0.15554565189160402,70.898513496765
I,1.2,0.95,0.3375,13.90542975,5.54232725,3.07592075,4.025629,8.0,0.23922737183234152,58.12641606808015
I,1.225,1.0,0.3375,19.17843675,8.29222875,3.6003865,5.5281525,8.0,0.2650718801466388,72.35183430015441
I,1.1,0.875,0.275,12.71475075,5.3580555,1.99863975,3.685435,8.0,0.16536312893407212,76.88987764055425
F,1.3125,1.0625,0.425,23.48756075,10.30504325,4.83358975,7.2291225,8.0,0.3768223805441077,62.33058852843466
M,1.425,1.1125,0.3,24.777463,11.0846545,6.22271525,6.520385,8.0,0.29161588370021196,84.96609541842317
F,1.3125,1.0125,0.375,23.40251225,11.24057675,4.40834725,6.9456275,8.0,0.30193343847953075,77.50884555168787
I,1.375,1.0625,0.3875,19.050864,8.164656,5.25883225,6.19436575,8.0,0.3435733469666865,55.44919059698542
I,1.1875,0.9125,0.275,13.437663,5.40057975,2.9199985,4.252425,8.0,0.17984083961013683,74.71975236064556
M,1.625,1.3,0.4125,39.02308675,19.561155,8.164656,10.0640725,8.0,0.5475206946584461,71.27235030694747
I,1.075,0.8125,0.275,10.33339275,4.5075705,2.42388225,2.9766975,8.0,0.14258351423397037,72.47256322384906
I,1.3125,0.95,0.3,17.02387475,8.1930055,3.345241,5.2446575,8.0,0.2126465527398591,80.05713956165627
F,1.425,1.175,0.3875,26.2232875,11.0846545,5.3013565,7.087375,8.0,0.4201818814944833,62.40937235734734
I,1.2,0.975,0.3,14.78426425,6.0951425,3.7137845,4.43669675,8.0,0.22398573872390976,66.0053820132872
I,1.225,0.975,0.3125,15.5638755,7.7394135,2.9199985,4.252425,8.0,0.233318477837406,66.70657053937275
I,1.2,0.975,0.3375,17.50581625,9.525432,4.025629,5.2446575,8.0,0.2519839560643985,69.47194783117902
I,1.025,0.8125,0.2875,9.42620875,3.84135725,1.13398,2.6932025,8.0,0.14906458306278716,63.23573686198557
I,1.2125,0.925,0.3125,17.7184375,8.6465975,3.01922175,4.139027,8.0,0.21000196986154432,84.37272046391699
I,1.2375,0.9375,0.2875,14.628342,5.953395,3.69960975,4.6776675,8.0,0.1984587644327048,73.70973028989259
M,1.25,0.975,0.3125,17.50581625,8.50485,4.025629,4.9611625,8.0,0.233318477837406,75.02970365767335
M,1.375,1.0875,0.3375,23.756881,11.5382465,4.4508715,6.23689,8.0,0.31348891575467325,75.78220411018106
F,1.4875,1.15,0.3625,26.08154,10.035723,6.350288,7.5126175,8.0,0.37652478827125785,69.26911803004643
I,1.2875,0.975,0.35,15.3937785,6.67630725,3.75630875,5.6699,8.0,0.2613166951778947,58.90851516211197
M,0.9375,0.7,0.25,6.7755305,3.005047,1.7293195,2.4097075,8.0,0.0962112750161874,70.42345607476908
I,1.15,0.9125,0.2625,12.757275,5.9817445,2.93417325,3.685435,8.0,0.17166625599149424,74.31440108201637
